question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_gpu_load_diff_avg,rag_gpu_memory_used_diff_avg,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_gpu_load_diff_avg,no_context_gpu_memory_used_diff_avg
"""How to fix delayed response from Philips Hue lights?""",0.0,0.6772243976593018,0.0,3.0,24.0,0.0,0.0,5.825371503829956,1.2016401006182198,4.05,32.0,0.0
"""Why is the Philips Hue Bridge light flashing?""",0.0,0.6678650379180908,1.497308502804357,2.7,16.5,0.0,0.0,5.856157541275024,1.1953230340309393,3.25,32.0,0.0
"""How to resolve Philips Hue lights not responding to motion sensors?""",0.0,0.7781877517700195,1.2850369306455558,3.45,29.5,0.0,0.0,6.198142766952515,1.6133865217364465,3.2,11.5,0.0
"""How to resolve Philips Hue lights not working after a firmware update?""",0.0,0.7210237979888916,1.386916774159647,3.45,34.0,0.0,0.0,5.91251802444458,0.8456633839133412,3.15,29.0,0.0
"""What if Philips Hue lights are not pairing with the new bridge?""",0.0,0.6881983280181885,1.453069499425842,3.1500000000000004,26.5,0.0,0.0,5.264849662780762,0.9496947339913464,3.8,20.999999999999996,0.0
"""What if Philips Hue lights are not grouping correctly in the app?""",0.0,0.6915645599365234,1.4459965966024595,3.5,30.5,0.0,0.0,5.799647808074951,1.551818368603137,3.8499999999999996,28.5,0.0
"""Why are Philips Hue lights not turning on after a power cycle?""",0.0,0.6738615036010742,1.4839844606889894,2.95,26.5,0.0,0.0,5.872756004333496,0.8513890235369791,3.75,32.0,0.0
"""What if Philips Hue lights are not responding to Siri commands after a firmware update?""",0.0,0.7002429962158203,1.4280756900170464,3.1,30.0,0.0,0.0,6.035938739776611,0.9940458740015305,3.65,32.0,0.0
"""How to fix Philips Hue lights that are not turning on with motion detection?""",0.0,0.7130980491638184,2.804663401261904,3.25,30.5,0.0,0.0,6.294061899185181,0.9532794713662411,3.8,31.5,0.0
"""What if Philips Hue lights are not dimming when using the Hue Dimmer Switch?""",0.0,0.69075608253479,1.4476890255233117,3.25,21.5,0.0,0.0,5.821072101593018,0.8589483024323641,3.8,32.0,0.0
"""Why are Philips Hue lights not reconnecting after a power outage?""",0.0,0.7457878589630127,1.340863877015872,2.7,29.0,0.0,0.0,6.246800661087036,1.7609013952570227,4.0,31.5,0.0
"""How to fix Philips Hue lights that are not turning on with smart button commands?""",0.0,0.7309935092926025,2.736002405733744,2.95,28.5,0.0,0.0,5.813750982284546,1.5480539203388841,3.25,22.5,0.0
"""How to fix Philips Hue lights that are not responding after being reset?""",0.0,0.705388069152832,1.4176593618906925,2.9,35.5,0.0,0.0,5.907195806503296,1.0157103635186853,3.9499999999999997,30.0,0.0
"""How to unlink Philips Hue from smart speakers for privacy reasons?""",0.0,0.6962130069732666,1.4363420246147296,3.25,30.5,0.0,0.0,5.070719003677368,1.18326414767814,3.25,27.5,0.0
"""How to prevent Philips Hue from sharing usage data with connected services?""",0.0,0.598499059677124,1.670846401229081,2.95,33.5,0.0,0.0,5.549323797225952,1.0812128142530741,3.25,40.0,0.0
"""How to ensure Philips Hue firmware updates are secure?""",0.0,0.6330640316009521,1.5796190433874708,3.1500000000000004,28.0,0.0,0.0,5.29631233215332,0.7552424685600719,3.3499999999999996,37.5,0.0
"""How to prevent Philips Hue from automatically connecting to new devices?""",0.0,0.616248369216919,1.6227223469511727,2.15,26.5,0.0,0.0,4.1087963581085205,0.9735211121151841,3.7,38.0,0.0
"""How to limit voice assistant integration with Philips Hue for security?""",0.0,0.6527402400970459,1.532002990730916,3.2,26.5,0.0,0.0,6.279451608657837,0.7962478750700493,4.25,32.0,0.0
"""How to prevent Philips Hue from being added to unauthorized smart hubs?""",0.0,0.5849823951721191,1.7094531532120416,2.95,29.0,0.0,0.0,5.809878826141357,1.032723776097139,3.65,35.0,0.0
"""How to control what information is shared between Philips Hue and other smart devices?""",0.0,0.6789364814758301,1.4728918349259306,3.45,31.0,0.0,0.0,5.833224296569824,0.6857271033366708,3.15,30.5,0.0
"""How to ensure Philips Hue system integrity after a network change?""",0.0,0.6460440158843994,1.5478821495336745,3.25,32.0,0.0,0.0,6.251713275909424,0.7997807607821977,3.65,33.5,0.0
"""How to manage security settings after adding new Philips Hue lights?""",0.0,0.6000673770904541,1.666479529097566,2.95,31.5,0.0,0.0,6.652425050735474,1.352890101182668,3.65,41.0,0.0
"""How to ensure that Philips Hue system is not controlled via unauthorized voice assistants?""",0.0,0.6508970260620117,1.5363413258302694,3.05,30.5,0.0,0.0,6.5708911418914795,0.9131181555800045,4.05,33.0,0.0
"""Why is TP-Link smart plug not appearing in Google Home?""",0.0,1.0266246795654297,0.9740658099353424,3.25,25.499999999999996,0.0,0.0,5.935458421707153,0.8423949162400718,3.5,37.0,0.0
"""What if TP-Link smart plug is not connecting after a firmware update?""",0.0,0.7234246730804443,1.3823139259853698,3.1,38.0,0.0,0.0,5.246502161026001,0.7624127232263236,3.7,28.5,0.0
"""How to fix TP-Link smart plug that is not syncing with group settings?""",0.0,0.729407548904419,1.3709756658023715,3.45,30.5,0.0,0.0,6.468175649642944,1.0822216926631747,3.65,29.5,0.0
"""How to fix TP-Link smart bulb that is not following HomeKit automations?""",0.0,0.6652050018310547,1.50329597229109,3.6500000000000004,39.0,0.0,0.0,5.655447244644165,1.2377447259594163,3.25,27.5,0.0
"""What if TP-Link smart bulb is not updating its status in the app?""",0.0,0.6961276531219482,1.4365181378937544,2.8,23.5,0.0,0.0,5.720008373260498,1.5734242701589254,3.4,21.0,0.0
"""Why is TP-Link smart plug flashing rapidly?""",0.0,0.7139713764190674,0.0,3.3,26.5,0.0,0.0,6.166872262954712,0.9729405351951879,3.65,33.0,0.0
"""How to troubleshoot TP-Link smart plug that wont change colors with scenes?""",0.0,0.7162957191467285,1.3960714454523608,3.45,36.5,0.0,0.0,5.518707990646362,0.9060091616504238,3.65,17.500000000000004,0.0
"""Why is TP-Link smart plug not showing status changes in real-time?""",0.0,0.526247501373291,1.900246552030174,2.8,16.5,0.0,0.0,6.273290395736694,1.1158418562541284,3.55,32.5,0.0
"""What if TP-Link smart bulb is not connecting after router firmware update?""",0.0,0.733928918838501,1.3625297686635494,3.2,30.5,0.0,0.0,6.2660722732543945,0.7979480258058992,3.65,40.0,0.0
"""What if TP-Link smart bulb is not syncing with Apple Shortcuts?""",0.0,0.7450311183929443,2.6844516297694447,3.2,36.5,0.0,0.0,5.70037317276001,1.4034168917620116,3.5,30.5,0.0
"""What if TP-Link smart bulb is not adjusting color temperature correctly?""",0.0,0.7411618232727051,1.349233013088653,3.45,4.000000000000002,0.0,0.0,5.7866034507751465,1.5553165300784577,3.3499999999999996,32.0,0.0
"""How to resolve TP-Link smart plug that is not syncing with motion sensor commands?""",0.0,0.7294425964355469,1.3709097945275397,3.55,12.500000000000002,0.0,0.0,5.9892261028289795,0.834832399738374,3.3,30.5,0.0
"""How to resolve TP-Link smart plug that wont change brightness via Google Home?""",0.0,0.7239301204681396,1.3813487955907227,3.0,35.0,0.0,0.0,5.865978240966797,1.022847299040109,4.25,29.0,0.0
"""How to secure TP-Link smart plug from unauthorized access?""",0.0,0.6997716426849365,1.4290376159888607,3.0,30.5,0.0,0.0,6.702630519866943,1.0443660857109258,3.3,30.5,0.0
"""How to prevent unauthorized changes to TP-Link plug settings?""",0.0,0.6056149005889893,1.6512143261774817,2.8499999999999996,36.0,0.0,0.0,6.593097686767578,1.5167377271035352,3.55,31.5,0.0
"""How to ensure TP-Link device data is not shared with third parties?""",0.0,0.970026969909668,1.0308991718999678,3.35,38.5,0.0,0.0,5.750961542129517,1.3910717262486716,2.8499999999999996,30.0,0.0
"""How to prevent unauthorized smart hubs from controlling TP-Link plugs?""",0.0,0.6080224514007568,3.2893522194637863,3.4,38.0,0.0,0.0,6.108941555023193,1.4732503034998967,3.75,31.5,0.0
"""How to verify security settings after adding a new TP-Link plug?""",0.0,0.6300952434539795,0.0,3.4499999999999997,27.5,0.0,0.0,7.361892938613892,0.6791731476799423,3.2,38.0,0.0
"""How to control TP-Link data shared with other smart devices?""",0.0,0.6255714893341064,0.0,3.5,27.5,0.0,0.0,6.873628616333008,0.8729013938494031,3.15,24.5,0.0
"""How to maintain TP-Link system integrity after network changes?""",0.0,0.6834814548492432,1.4630974884602574,3.05,26.0,0.0,0.0,5.667417049407959,0.7057888920346476,3.8,31.0,0.0
"""How to disable data sharing with TP-Link cloud services?""",0.0,0.5064244270324707,1.974628289279565,3.5999999999999996,34.0,0.0,0.0,5.827582836151123,0.6863909295609496,3.3,28.0,0.0
"""How to protect TP-Link smart plug from potential hacking attempts?""",0.0,2.494821786880493,1.6033209349995552,3.55,31.5,0.0,0.0,6.5367817878723145,1.2238438209522204,3.3499999999999996,35.5,0.0
"""How to limit TP-Link integration to only essential third-party services?""",0.0,0.6979556083679199,1.432755877322145,2.85,39.0,0.0,0.0,6.302395820617676,1.1106887284197873,3.15,41.5,0.0
"""How to protect TP-Link plugs from rogue firmware installations?""",0.0,0.621800422668457,3.2164661313963436,3.55,35.0,0.0,0.0,6.049798965454102,0.6611789950112767,3.15,33.0,0.0
"""How to disable Kasa integration with old or unused systems?""",0.0,0.6784000396728516,0.0,3.3499999999999996,27.5,0.0,0.0,6.231541395187378,0.9628436400396907,3.55,34.0,0.0
"""How to secure TP-Link system when using public Wi-Fi?""",0.0,0.6427707672119141,1.5557645913769802,3.1,28.5,0.0,0.0,6.00273060798645,0.6663634037946059,3.3499999999999996,29.5,0.0
"""How to delete account-related data from TP-Link system?""",0.0,0.6772763729095459,1.476502119370503,3.05,8.0,0.0,0.0,5.9389824867248535,1.3470320914200165,4.05,20.5,0.0
"""How to prevent unauthorized pairing of TP-Link devices?""",0.0,0.7758615016937256,2.5777796625207463,2.95,27.5,0.0,0.0,6.490744352340698,1.2325242785311905,3.25,34.5,0.0
"""How to manage access control settings for TP-Link devices?""",0.0,0.7159154415130615,1.396813006138054,2.8,31.0,0.0,0.0,8.818022966384888,1.2474451520406504,3.45,34.0,0.0
"""How to secure TP-Link devices in case of stolen mobile device?""",0.0,0.6616988182067871,1.511261577750893,2.95,28.5,0.0,0.0,6.373206377029419,0.6276275650538472,3.8,26.0,0.0
"""How to prevent unauthorized modifications to TP-Link schedules?""",0.0,0.6575603485107422,1.5207729636760103,3.0,20.5,0.0,0.0,5.745237112045288,1.3924577600511379,3.8,30.0,0.0
"""How to prevent data leaks from TP-Link devices?""",0.0,0.707115888595581,1.4141953477903522,3.2,26.5,0.0,0.0,7.935993194580078,1.0080653805832616,5.15,34.0,0.0
"""How to check which devices are linked to my TP-Link account?""",0.0,0.6718418598175049,1.488445510481774,3.05,36.5,0.0,0.0,5.009826898574829,1.5968615606811367,3.7,36.0,0.0
"""How to secure TP-Link devices when moving to a new location?""",0.0,0.6703190803527832,1.49182684680973,3.1,31.5,0.0,0.0,6.533151388168335,0.7653274358610613,3.2,30.5,0.0
"""How to protect TP-Link plugs from being accessed through a compromised router?""",0.0,0.7390646934509277,1.3530615233846364,3.15,28.0,0.0,0.0,7.186945915222168,1.3914116118253446,3.8499999999999996,38.0,0.0
"""What to do if TP-Link Kasa Smart Plug does not power on?""",0.0,0.8855934143066406,1.1291863555489767,3.25,28.0,0.0,0.0,5.826600551605225,1.0297599684172518,3.5999999999999996,31.0,0.0
"""How to reset the TP-Link Kasa Smart Plug to factory settings?""",0.0,0.7635598182678223,1.3096550867064298,3.3499999999999996,16.0,0.0,0.0,4.452380180358887,0.6737969082772729,3.25,32.0,0.0
"""How to fix TP-Link Kasa Smart Plug losing connection intermittently?""",0.0,0.9831781387329102,1.0171096778940385,3.35,25.0,0.0,0.0,6.322798013687134,1.2652626230795307,3.8,23.0,0.0
"""What to do if TP-Link Kasa Smart Plug fails to respond after a power outage?""",0.0,0.8870913982391357,1.12727955877385,3.3499999999999996,29.5,0.0,0.0,6.40274715423584,1.2494636766512481,3.4,29.0,0.0
"""How to disable remote control for TP-Link Kasa Smart Plug?""",0.0,0.7266018390655518,1.3762695691584874,3.0,34.0,0.0,0.0,5.013898611068726,1.5955647731566953,3.2,37.0,0.0
"""How to enable local-only control for TP-Link Kasa Smart Plug?""",0.0,0.7054424285888672,1.4175501209940875,3.05,13.5,0.0,0.0,5.6351776123046875,1.5971102632767027,3.8,17.0,0.0
"""How to fix Wemo Mini Smart Plug not responding to voice commands via Google Home?""",0.0,0.9748499393463135,2.0515978093415117,2.95,32.0,0.0,0.0,6.461453676223755,0.9285836130155137,3.7,36.0,0.0
"""How to fix Wemo Mini Smart Plug not showing in Alexa Routines?""",0.0,0.9164633750915527,0.0,3.15,34.0,0.0,0.0,6.65546989440918,0.6010094048146414,4.05,22.5,0.0
"""How to fix Wemo Mini Smart Plug that is unresponsive after a power outage?""",0.0,0.8705201148986816,1.1487385333041957,3.05,32.0,0.0,0.0,6.2558557987213135,0.7992511593733376,3.75,32.0,0.0
"""How to group multiple Wemo Mini Smart Plugs for simultaneous control?""",0.0,0.7183427810668945,0.0,3.0,28.0,0.0,0.0,5.679187536239624,1.2325706723597576,3.55,30.5,0.0
"""How to fix Wemo Mini Smart Plug not showing in the Home app on iOS?""",0.0,0.9039223194122314,1.106289753582757,3.2,38.5,0.0,0.0,6.594759941101074,1.5163554229892457,3.55,22.5,0.0
"""How to fix Wemo Mini Smart Plug that is stuck on blinking orange?""",0.0,0.7965497970581055,1.25541429260592,3.0,32.0,0.0,0.0,6.364484071731567,1.5712192673112417,3.2,40.0,0.0
"""How to fix Wemo Mini Smart Plug if Away Mode is not working?""",0.0,0.7107398509979248,1.4069845648798582,2.1,28.0,0.0,0.0,6.001751899719238,1.8327981868951502,4.0,19.0,0.0
"""How to fix Wemo Mini Smart Plug if rules are not executing correctly?""",0.0,0.788170576095581,1.2687608879702976,2.95,34.5,0.0,0.0,5.769963502883911,1.213179250874174,3.25,18.5,0.0
"""How to fix Wemo Mini Smart Plug that wont work after firmware update?""",0.0,0.8158769607543945,1.225675007510776,3.15,34.5,0.0,0.0,6.77321457862854,0.8858423028456784,3.15,23.5,0.0
"""What if Wemo Mini Smart Plug turns off shortly after being turned on?""",0.0,0.720890998840332,2.774344530888748,3.0,31.0,0.0,0.0,4.740408897399902,1.476665863959437,3.3499999999999996,34.5,0.0
"""How to reset Amazon Smart Plug to factory settings?""",0.0,0.7403700351715088,2.7013518983592926,3.25,36.5,0.0,0.0,3.6769444942474365,0.8158948291696,3.15,31.0,0.0
"""How to schedule Amazon Smart Plug to turn on/off automatically?""",0.0,0.832953929901123,0.0,3.35,21.5,0.0,0.0,6.895860910415649,1.5951597839488494,3.5,31.0,0.0
"""How to fix Amazon Smart Plug if its not turning on manually?""",0.0,0.717634916305542,1.3934662002632396,3.3,28.5,0.0,0.0,6.1239399909973145,1.6329356614696156,3.4,24.5,0.0
"""Why does Amazon Smart Plug have a delayed response to Alexa commands?""",0.0,0.7360544204711914,0.0,3.3,32.0,0.0,0.0,4.9599902629852295,0.8064531960576382,3.25,35.0,0.0
"""How to fix Amazon Smart Plug not appearing in Alexa routines?""",0.0,0.7425723075866699,1.34667020272955,3.0,39.5,0.0,0.0,5.038490533828735,1.5877771221929717,3.3,31.0,0.0
"""Why does Amazon Smart Plug lose connection during peak hours?""",0.0,0.7700378894805908,1.2986373964969629,3.3,15.500000000000004,0.0,0.0,6.7462170124053955,1.3340810091716957,3.45,36.0,0.0
"""How to fix Amazon Smart Plug that only works intermittently?""",0.0,0.7532992362976074,1.3274937127428847,3.45,35.5,0.0,0.0,5.663292169570923,1.0594544339843808,3.55,30.5,0.0
"""What if Amazon Smart Plug is blinking rapidly in white?""",0.0,0.8495228290557861,1.1771314034178417,3.05,37.0,0.0,0.0,5.049931287765503,0.7920899854005415,3.25,21.000000000000004,0.0
"""Why does Amazon Smart Plug take a long time to respond to commands?""",0.0,0.7766032218933105,1.2876588350498372,2.85,32.0,0.0,0.0,5.669898986816406,1.7636998513118956,3.3,24.499999999999996,0.0
"""Why does August Smart Lock keep disconnecting from Wi-Fi?""",0.0,0.7711565494537354,2.5935071178708973,3.35,23.499999999999996,0.0,0.0,7.590128183364868,0.9222505642709625,3.5999999999999996,32.0,0.0
"""How to use August Smart Lock with Apple HomeKit?""",0.0,0.7525246143341064,1.3288601873627348,3.15,30.0,0.0,0.0,6.773167133331299,1.1811313440993665,3.75,38.0,0.0
"""Why does August Smart Lock show offline in the app?""",0.0,0.7444024085998535,1.3433594363027257,3.2,28.5,0.0,0.0,6.170502185821533,0.9723681832227864,3.3499999999999996,20.0,0.0
"""What if August Smart Lock wont lock after door is closed?""",0.0,0.7427055835723877,1.3464285473513284,3.0,31.0,0.0,0.0,5.786120891571045,1.209791522019308,3.5999999999999996,38.0,0.0
"""How to enable notifications for August Smart Lock?""",0.0,0.7990133762359619,1.2515435032013456,3.05,28.0,0.0,0.25,7.01065731048584,1.5690397508871592,3.7,37.0,0.0
"""How to remove a user from August Smart Lock access?""",0.0,0.7367913722991943,2.714472610825764,2.9000000000000004,19.0,0.0,0.0,4.134862184524536,1.6929222033564977,3.65,27.0,0.0
"""Why does August Smart Lock take longer to respond to commands?""",0.0,0.7764852046966553,1.2878545450067582,3.1,32.5,0.0,0.0,5.3201916217803955,1.1277789272548338,3.65,40.0,0.0
"""What if August Smart Lock doesnt lock when using HomeKit automation?""",0.0,0.6319379806518555,1.582433768216328,2.8499999999999996,30.5,0.0,0.0,5.43394923210144,0.9201410956254708,3.65,35.0,0.0
"""How to reset Yale Assure Lock to factory settings?""",0.0,0.7845547199249268,1.274608353762106,3.3499999999999996,34.5,0.0,0.0,4.394750118255615,0.9101768911465696,3.7,24.5,0.0
"""How to fix Yale Assure Lock that wont unlock remotely?""",0.0,0.7881197929382324,1.2688426416381904,2.8,37.0,0.0,0.0,6.5064122676849365,1.5369453377039288,3.3,31.0,0.0
"""Why does Yale Assure Lock drain batteries quickly?""",0.0,0.7095761299133301,1.4092920517509993,2.9,12.500000000000002,0.0,0.0,5.630414962768555,1.2432476196312,3.65,6.0,0.0
"""How to connect Yale Assure Lock to a new Wi-Fi network?""",0.0,0.715158224105835,1.398291967140889,3.5,23.0,0.0,0.0,5.731320142745972,0.8723993557273912,3.15,25.5,0.0
"""How to enable auto-unlock for Yale Assure Lock?""",0.0,0.7605199813842773,1.3148898444179182,3.1,31.0,0.0,0.0,5.391980886459351,1.2982241865099222,3.5999999999999996,35.5,0.0
"""How to fix Yale Assure Lock if the LED indicator doesnt light up?""",0.0,0.772817850112915,2.5879319424459277,3.15,17.5,0.0,0.0,5.760703086853027,0.867949610424024,3.65,24.5,0.0
"""How to fix Schlage Sense that wont connect to Bluetooth?""",0.0,0.7238683700561523,1.3814666331148417,3.4000000000000004,33.5,0.0,0.0,6.841352701187134,1.315529310225351,3.4,33.5,0.0
"""What if Schlage Sense is not responding to app commands?""",0.0,0.840325117111206,1.1900156018656713,3.05,31.0,0.0,0.0,5.476818799972534,1.4607019680912647,3.65,40.5,0.0
"""Why is Schlage Sense blinking red?""",0.0,0.556337833404541,0.0,3.15,39.0,0.0,0.0,5.137728214263916,0.7785542234199878,3.3499999999999996,31.0,0.0
"""How to fix Schlage Sense that wont unlock remotely?""",0.0,0.8702065944671631,1.1491524039890795,3.3,32.0,0.0,0.0,5.368290424346924,0.931395212398047,3.25,27.5,0.0
"""What if Schlage Sense disconnects frequently from the Wi-Fi bridge?""",0.0,0.7410752773284912,1.3493905822954981,3.55,34.0,0.0,0.0,6.035316705703735,1.3255311013654116,3.2,27.5,0.0
"""What if Schlage Sense wont lock after door is closed?""",0.0,0.7732582092285156,0.0,3.5,39.0,0.0,0.0,6.391526699066162,0.9387428516687146,3.25,28.0,0.0
"""How to fix Schlage Sense if it wont connect to the Wi-Fi bridge?""",0.0,0.6893081665039062,1.4507299472075321,3.45,34.5,0.0,0.0,5.9211039543151855,0.844437124998713,3.25,33.0,0.0
"""Why does Schlage Sense not follow the set schedule?""",0.0,0.7312769889831543,0.0,3.35,34.5,0.0,0.0,6.946499586105347,0.7197869859519168,3.55,41.5,0.0
"""What if Schlage Sense doesnt lock when using HomeKit automation?""",0.0,0.7571272850036621,2.6415637629410336,3.25,32.0,0.0,0.0,6.414472818374634,1.7148720263477266,3.55,28.0,0.0
"""How to fix Arlo Pro camera that wont sync with the base station?""",0.0,0.8684921264648438,1.1514209162373679,3.2,16.5,0.0,0.0,6.122689485549927,0.9799615045253321,3.75,23.5,0.0
"""How to fix Arlo Pro camera that wont charge?""",0.0,0.7580850124359131,1.3191132704084036,3.4,32.5,0.0,0.0,5.550673246383667,1.621424933608157,3.8,19.0,0.0
"""Why does Arlo Pro take longer to respond to commands?""",0.0,0.7733101844787598,1.293142157019399,3.45,32.0,0.0,0.0,5.871368646621704,1.7031803999831299,3.15,34.5,0.0
"""What if Arlo Pro doesnt record video when motion is detected?""",0.0,0.7768857479095459,1.2871905588340955,3.4,33.5,0.0,0.0,7.04537296295166,0.9935598919759796,3.65,40.0,0.0
"""How to fix Nest Cam that wont connect to Wi-Fi?""",0.0,0.9630818367004395,1.038333360563765,3.2,36.0,0.0,0.0,5.631317615509033,0.8878916696563828,3.5,30.5,0.0
"""Why does Nest Cam have delayed notifications?""",0.0,0.7687876224517822,1.3007493497488114,3.5,30.5,0.0,0.0,6.3134191036224365,1.4255350155415094,3.25,21.0,0.0
"""How to fix Nest Cam that stops recording clips?""",0.0,0.8059251308441162,1.2408100476426422,3.3,34.0,0.0,0.0,5.848822355270386,0.8548729464310602,3.15,31.0,0.0
"""What if Nest Cam keeps disconnecting from Wi-Fi?""",0.0,0.7242686748504639,1.3807030936489908,3.1,38.5,0.0,0.0,6.275367021560669,1.1154726051798554,4.1,41.0,0.0
"""Why does Nest Cam have poor video quality?""",0.0,0.7813127040863037,1.2798972738687615,3.05,25.999999999999996,0.0,0.0,5.779997110366821,0.8650523355858977,4.3,29.5,0.0
"""How to fix Ring Stick Up Cam that stops recording events?""",0.0,0.749687671661377,1.3338888150354646,2.85,35.0,0.0,0.0,5.844690799713135,0.8554772478717134,3.15,31.0,0.0
"""How to fix Ring Stick Up Cam if night vision is not working?""",0.0,0.7204535007476807,1.388014631012468,3.05,35.5,0.0,0.0,5.5167555809021,1.8126596064209757,3.65,41.0,0.0
"""How to fix Ring Stick Up Cam that wont charge?""",0.0,0.757272481918335,1.3205286391311541,3.3499999999999996,40.5,0.0,0.0,5.5368688106536865,1.6254674451894637,3.2,19.5,0.0
"""What if Ring Stick Up Cam fails to detect people or animals?""",0.0,0.5766665935516357,1.7341042661066663,2.8,32.0,0.0,0.0,6.812573194503784,0.8807244823203452,4.1,6.0,0.0
"""How to integrate Ring Stick Up Cam with Google Home?""",0.0,0.7572305202484131,0.0,3.4,32.0,0.0,0.0,7.9520180225372314,0.8802796950611733,3.2,35.5,0.0
"""How to remove a user from Ring Stick Up Cam access?""",0.0,0.7196643352508545,2.779073384679746,2.75,14.499999999999995,0.0,0.0,3.688633680343628,0.8133092792563095,3.55,32.0,0.0
"""How to fix Ring Video Doorbell that wont charge?""",0.0,0.7575550079345703,1.320036155163877,2.9,34.5,0.0,0.0,6.851849794387817,0.7297299488519281,3.25,28.5,0.0
"""What if Ring Video Doorbell fails to detect people or animals?""",0.0,0.708075761795044,1.412278253197072,2.95,35.0,0.0,0.0,5.223771333694458,0.5742977263666699,4.0,36.0,0.0
"""Why does Ring Video Doorbell take longer to respond to commands?""",0.0,0.5815184116363525,0.0,3.45,31.0,0.0,0.0,5.632002830505371,0.8877836447310853,3.75,20.0,0.0
"""How to change Wi-Fi network for Nest Hello?""",0.0,0.8812572956085205,1.1347423788547688,3.25,17.999999999999996,0.0,0.0,5.18760871887207,0.9638352217678715,3.25,31.5,0.0
"""Why does Nest Hello have delayed notifications?""",0.0,0.7210369110107422,1.3868915512207285,3.0,35.5,0.0,0.0,4.638927459716797,1.077835349532489,3.5,25.0,0.0
"""How to add Nest Hello to Google Home?""",0.0,0.6174328327178955,1.6196093680344203,2.8,35.5,0.0,0.0,7.1107964515686035,0.9844185595348387,4.35,31.0,0.0
"""How to enable motion detection notifications for Nest Hello?""",0.0,0.7019529342651367,1.4245969368967522,3.3499999999999996,28.0,0.0,0.0,5.085859537124634,1.376365184469405,3.25,40.5,0.0
"""How to fix Nest Hello that wont sync with the app?""",0.0,0.7242579460144043,0.0,2.85,37.0,0.0,0.0,6.092509031295776,0.9848159385858136,3.45,34.5,0.0
"""How to fix Nest Hello if the motion sensor is not working?""",0.0,0.6654410362243652,1.502762747659531,3.2,28.0,0.0,0.0,5.398994207382202,1.4817574705047667,3.15,26.0,0.0
"""Why does Nest Hello take longer to respond to commands?""",0.0,0.7868287563323975,0.0,3.6,33.5,0.0,0.0,5.074473857879639,1.576518122677376,3.25,31.0,0.0
"""How to fix Nest Hello if it fails to send motion alerts?""",0.0,0.7474253177642822,1.3379263134852835,2.95,12.499999999999998,0.0,0.0,5.297043085098267,0.9439228489692848,3.5999999999999996,32.0,0.0
"""How to disable specific motion zones for Nest Hello?""",0.0,0.7164924144744873,1.3956881884542245,2.75,25.0,0.0,0.0,4.35256290435791,0.689249085176099,3.3499999999999996,31.0,0.0
"""Why is Eufy Video Doorbell battery draining quickly?""",0.0,0.634047269821167,1.577169475520556,3.05,27.0,0.0,0.0,6.225845813751221,0.9637244768812857,3.8,31.5,0.0
"""How to change Wi-Fi network for Eufy Video Doorbell?""",0.0,0.6907444000244141,1.4477135101837175,2.9000000000000004,28.0,0.0,0.0,6.063754081726074,0.8245716980949421,3.45,30.5,0.0
"""Why does Eufy Video Doorbell have delayed notifications?""",0.0,0.6989266872406006,1.4307652265320463,2.9000000000000004,37.0,0.0,0.0,6.33504843711853,0.9471119375887788,3.4,37.0,0.0
"""How to fix Eufy Video Doorbell that wont sync with the app?""",0.0,0.7874212265014648,1.2699683045656762,3.4,27.5,0.0,0.0,5.871818780899048,1.0218299003907836,3.15,32.0,0.0
"""How to fix Eufy Video Doorbell if the motion sensor is not working?""",0.0,0.6540212631225586,3.0580045524067576,3.4,28.0,0.0,0.0,6.566386461257935,0.9137445740364644,3.55,15.5,0.0
"""How to fix Eufy Video Doorbell that has audio delay issues?""",0.0,0.7591993808746338,0.0,3.5999999999999996,34.5,0.0,0.0,5.367584466934204,1.4904283387215869,3.2,40.5,0.0
"""How to add family profiles to Samsung Family Hub Refrigerator?""",0.0,0.597949743270874,1.6723813518704496,2.8,27.0,0.0,0.0,5.946974277496338,1.6815273672597955,3.8499999999999996,31.5,0.0
"""Why is Samsung Family Hub Refrigerators water dispenser leaking?""",0.0,0.7059361934661865,1.416558619963986,2.95,37.5,0.0,0.0,5.876327753067017,0.8508715323771586,3.8499999999999996,37.0,0.0
"""How to reset LG ThinQ Washer/Dryer to factory settings?""",0.0,0.6742069721221924,1.483224056337249,3.3,29.0,0.0,0.0,4.822583198547363,1.0367887487157905,3.3499999999999996,33.5,0.0
"""How to update firmware on LG ThinQ Washer/Dryer?""",0.0,0.739612340927124,1.3520596462000127,3.2,38.0,0.0,0.0,6.527769565582275,0.919150092496741,3.8,41.0,0.0
"""How to connect LG ThinQ Washer/Dryer to Google Assistant?""",0.0,0.8254482746124268,2.422925895558393,3.2,20.5,0.0,0.0,5.715214729309082,0.8748577676984118,3.5,31.5,0.0
"""How to add family members to control LG ThinQ Washer/Dryer?""",0.0,0.7193136215209961,1.3902141848605931,3.2,30.5,0.0,0.0,5.891378402709961,0.6789582550256769,3.3499999999999996,38.5,0.0
"""How to reset Apple Watch to factory settings?""",0.0,0.7045810222625732,2.8385663774702823,2.9000000000000004,33.0,0.0,0.0,4.326265096664429,1.1557313036263455,3.65,31.5,0.0
